trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 0.999000499833375}",25,0,-67.58550394757208,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.001, 'e': 0.9980019986673331}",20,0,-207.17232803666315,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
3,False,"{'a': 0.001, 'e': 0.997004495503373}",30,0,-150.43862552260723,"{0: 19, 1: 2, 2: 4, 3: 4, 4: 1}",0
4,False,"{'a': 0.001, 'e': 0.9960079893439915}",30,0,-162.50027957085348,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 3}",0
5,False,"{'a': 0.001, 'e': 0.9950124791926823}",30,0,-284.6657602270177,"{0: 13, 1: 1, 2: 11, 3: 1, 4: 4}",0
6,False,"{'a': 0.001, 'e': 0.9940179640539353}",20,0,-177.9175261032392,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
7,False,"{'a': 0.001, 'e': 0.9930244429332351}",20,0,-76.16151105548649,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
8,False,"{'a': 0.001, 'e': 0.9920319148370607}",20,0,-171.93252651264996,"{0: 11, 1: 3, 2: 1, 3: 2, 4: 3}",0
9,False,"{'a': 0.001, 'e': 0.9910403787728836}",20,0,-47.89530995475226,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
10,False,"{'a': 0.001, 'e': 0.9900498337491681}",25,0,-67.12486081661201,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
11,False,"{'a': 0.001, 'e': 0.9890602787753687}",20,0,-41.94906346084169,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
12,False,"{'a': 0.001, 'e': 0.9880717128619305}",25,0,-41.47184608791708,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
13,False,"{'a': 0.001, 'e': 0.9870841350202876}",25,4,-74.69525254986712,"{0: 13, 1: 1, 2: 5, 3: 2, 4: 0}",1
14,False,"{'a': 0.001, 'e': 0.9860975442628619}",25,0,-164.6469023983749,"{0: 13, 1: 5, 2: 3, 3: 2, 4: 2}",0
15,False,"{'a': 0.001, 'e': 0.9851119396030626}",25,0,-163.7539471477811,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
16,False,"{'a': 0.001, 'e': 0.9841273200552851}",30,0,-115.59840841625568,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
17,False,"{'a': 0.001, 'e': 0.9831436846349096}",25,8,-85.7276530450158,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 1}",1
18,False,"{'a': 0.001, 'e': 0.9821610323583008}",35,0,-145.25651395671142,"{0: 26, 1: 1, 2: 3, 3: 3, 4: 2}",0
19,False,"{'a': 0.001, 'e': 0.981179362242806}",25,10,-74.83501201974855,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
20,False,"{'a': 0.001, 'e': 0.9801986733067553}",20,0,-59.021852120694355,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
21,False,"{'a': 0.001, 'e': 0.9792189645694596}",25,0,-103.17477018088775,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
22,False,"{'a': 0.001, 'e': 0.97824023505121}",25,0,-114.32810313996558,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
23,False,"{'a': 0.001, 'e': 0.9772624837732771}",25,1,-1.725490515637778,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
24,False,"{'a': 0.001, 'e': 0.9762857097579093}",30,0,-141.51670794918002,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
25,False,"{'a': 0.001, 'e': 0.9753099120283326}",20,0,-141.08097492708166,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
26,False,"{'a': 0.001, 'e': 0.9743350896087494}",25,5,-86.82578325861024,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",1
27,False,"{'a': 0.001, 'e': 0.9733612415243368}",30,19,-0.4954689575300848,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.001, 'e': 0.9723883668012469}",30,0,-161.02622558065306,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
29,False,"{'a': 0.001, 'e': 0.9714164644666048}",30,0,-63.224880494703896,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
30,False,"{'a': 0.001, 'e': 0.9704455335485082}",20,0,-139.99666871392623,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",0
31,False,"{'a': 0.001, 'e': 0.9694755730760259}",20,0,-107.2281824079833,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
32,False,"{'a': 0.001, 'e': 0.9685065820791976}",20,0,-129.00478897399336,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 3}",0
33,False,"{'a': 0.001, 'e': 0.967538559589032}",20,11,-82.73335211727755,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
34,False,"{'a': 0.001, 'e': 0.9665715046375066}",20,0,-168.67048826225113,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
35,False,"{'a': 0.001, 'e': 0.9656054162575665}",25,0,-79.27638991759794,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
36,False,"{'a': 0.001, 'e': 0.9646402934831231}",20,0,-75.60430675357988,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
37,False,"{'a': 0.001, 'e': 0.9636761353490535}",20,0,-143.62043732090203,"{0: 8, 1: 6, 2: 4, 3: 0, 4: 2}",0
38,False,"{'a': 0.001, 'e': 0.9627129408911995}",20,0,-146.70907714230165,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
39,False,"{'a': 0.001, 'e': 0.9617507091463667}",35,0,-207.89052688819044,"{0: 21, 1: 4, 2: 5, 3: 2, 4: 3}",0
40,False,"{'a': 0.001, 'e': 0.9607894391523232}",25,0,-82.4501189139553,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
41,False,"{'a': 0.001, 'e': 0.9598291299477989}",20,0,-111.65318681728839,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
42,False,"{'a': 0.001, 'e': 0.9588697805724845}",20,0,-113.69854757409843,"{0: 9, 1: 1, 2: 8, 3: 2, 4: 0}",0
43,False,"{'a': 0.001, 'e': 0.9579113900670306}",20,0,-76.28209217710926,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
44,False,"{'a': 0.001, 'e': 0.9569539574730467}",25,0,-48.77832510915736,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
45,False,"{'a': 0.001, 'e': 0.9559974818331}",30,0,-181.44160195914395,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
46,False,"{'a': 0.001, 'e': 0.9550419621907147}",20,0,-156.5609127898823,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
47,False,"{'a': 0.001, 'e': 0.9540873975903711}",30,0,-131.63186998502948,"{0: 17, 1: 3, 2: 7, 3: 3, 4: 0}",0
48,False,"{'a': 0.001, 'e': 0.9531337870775047}",30,0,-109.43902056815281,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
49,False,"{'a': 0.001, 'e': 0.9521811296985049}",20,0,-95.93683787413758,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
50,False,"{'a': 0.001, 'e': 0.951229424500714}",25,0,-28.299657606916874,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
51,False,"{'a': 0.001, 'e': 0.950278670532427}",25,6,-57.584938664232936,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 0}",1
52,False,"{'a': 0.001, 'e': 0.9493288668428895}",35,10,-60.01740332584514,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",1
53,False,"{'a': 0.001, 'e': 0.9483800124822982}",25,9,-60.93253093397435,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 0}",1
54,False,"{'a': 0.001, 'e': 0.9474321065017983}",20,0,-147.24848079138565,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
55,False,"{'a': 0.001, 'e': 0.9464851479534838}",20,7,-48.21688876656894,"{0: 8, 1: 4, 2: 0, 3: 0, 4: 1}",1
56,False,"{'a': 0.001, 'e': 0.9455391358903963}",25,0,-89.00425589835477,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
57,False,"{'a': 0.001, 'e': 0.9445940693665233}",25,0,-236.79847206675228,"{0: 13, 1: 4, 2: 1, 3: 3, 4: 4}",0
58,False,"{'a': 0.001, 'e': 0.9436499474367985}",25,0,-140.41252282895255,"{0: 11, 1: 7, 2: 4, 3: 2, 4: 1}",0
59,False,"{'a': 0.001, 'e': 0.9427067691570997}",20,0,-77.01967764683728,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
60,False,"{'a': 0.001, 'e': 0.9417645335842487}",30,0,-280.8879900393963,"{0: 13, 1: 1, 2: 9, 3: 4, 4: 3}",0
61,False,"{'a': 0.001, 'e': 0.9408232397760097}",20,0,-147.16846782440996,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
62,False,"{'a': 0.001, 'e': 0.9398828867910889}",25,0,-99.50893687020653,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.001, 'e': 0.9389434736891332}",25,0,-167.56472497552215,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
64,False,"{'a': 0.001, 'e': 0.9380049995307295}",25,0,-111.37535141487976,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
65,False,"{'a': 0.001, 'e': 0.9370674633774034}",25,0,-94.82865658672928,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
66,False,"{'a': 0.001, 'e': 0.9361308642916188}",20,0,-110.18197959260812,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
67,False,"{'a': 0.001, 'e': 0.9351952013367766}",25,0,-155.87373523771112,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
68,False,"{'a': 0.001, 'e': 0.9342604735772135}",20,0,-134.86717968985013,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
69,False,"{'a': 0.001, 'e': 0.933326680078202}",20,0,-26.860702022011754,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
70,False,"{'a': 0.001, 'e': 0.9323938199059483}",20,0,-93.38660392079571,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
71,False,"{'a': 0.001, 'e': 0.9314618921275921}",20,0,-107.48480903807297,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
72,False,"{'a': 0.001, 'e': 0.9305308958112057}",25,0,-71.28818818958793,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.001, 'e': 0.9296008300257927}",25,0,-89.74041209935359,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
74,False,"{'a': 0.001, 'e': 0.9286716938412872}",30,17,-20.94855077688111,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
75,False,"{'a': 0.001, 'e': 0.9277434863285529}",25,0,-111.40739782824178,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
76,False,"{'a': 0.001, 'e': 0.9268162065593822}",25,0,-142.08736489440994,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
77,False,"{'a': 0.001, 'e': 0.9258898536064953}",20,0,-22.329602239806995,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
78,False,"{'a': 0.001, 'e': 0.9249644265435393}",30,0,-89.15624094577598,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
79,False,"{'a': 0.001, 'e': 0.9240399244450868}",20,0,-19.900377835956835,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
80,False,"{'a': 0.001, 'e': 0.9231163463866358}",25,6,-65.14778764746504,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
81,False,"{'a': 0.001, 'e': 0.922193691444608}",25,0,-84.27894186690534,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
82,False,"{'a': 0.001, 'e': 0.9212719586963487}",20,0,-151.17900302925278,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
83,False,"{'a': 0.001, 'e': 0.9203511472201247}",25,0,-93.71173186682677,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.001, 'e': 0.9194312560951247}",20,0,-64.53743430588257,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
85,False,"{'a': 0.001, 'e': 0.9185122844014574}",30,0,-176.80836418158225,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
86,False,"{'a': 0.001, 'e': 0.9175942312201509}",20,0,-82.84013091216588,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
87,False,"{'a': 0.001, 'e': 0.9166770956331523}",25,0,-78.63085213634218,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
88,False,"{'a': 0.001, 'e': 0.9157608767233256}",25,0,-57.852794461278336,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
89,False,"{'a': 0.001, 'e': 0.914845573574452}",30,4,9.828914430444746,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.001, 'e': 0.9139311852712282}",25,0,-61.94202008573571,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.001, 'e': 0.9130177108992658}",25,0,-52.89714436183192,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
92,False,"{'a': 0.001, 'e': 0.9121051495450904}",20,0,-98.98791874783291,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
93,False,"{'a': 0.001, 'e': 0.9111935002961405}",20,0,-62.76542752375002,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
94,False,"{'a': 0.001, 'e': 0.910282762240767}",20,0,-27.220717683017273,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
95,False,"{'a': 0.001, 'e': 0.9093729344682314}",35,0,-117.657029088966,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
96,False,"{'a': 0.001, 'e': 0.9084640160687062}",20,0,0.5606798804409903,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
97,False,"{'a': 0.001, 'e': 0.9075560061332727}",20,0,-91.08460424849562,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9066489037539209}",25,0,-155.44458181083024,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
99,False,"{'a': 0.001, 'e': 0.9057427080235485}",25,0,-78.55577529537378,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
100,False,"{'a': 0.001, 'e': 0.9048374180359595}",25,0,-138.44521836366573,"{0: 14, 1: 5, 2: 3, 3: 1, 4: 2}",0
101,False,"{'a': 0.001, 'e': 0.9039330328858641}",20,0,-147.94305388255265,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
102,False,"{'a': 0.001, 'e': 0.9030295516688768}",20,0,-107.26875077074244,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
103,False,"{'a': 0.001, 'e': 0.9021269734815165}",20,0,-100.77894499414133,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
104,False,"{'a': 0.001, 'e': 0.9012252974212047}",30,3,-97.46269663738727,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 0}",1
105,False,"{'a': 0.001, 'e': 0.9003245225862656}",20,11,-4.264626649290907,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.001, 'e': 0.899424648075924}",25,0,-81.7809784777113,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
107,False,"{'a': 0.001, 'e': 0.8985256729903055}",30,22,14.298763384473146,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.001, 'e': 0.8976275964304349}",30,0,-185.3420713152102,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
109,False,"{'a': 0.001, 'e': 0.8967304174982355}",25,0,-111.19877015472856,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
110,False,"{'a': 0.001, 'e': 0.8958341352965282}",30,0,-183.6425619060366,"{0: 18, 1: 0, 2: 8, 3: 2, 4: 2}",0
111,False,"{'a': 0.001, 'e': 0.894938748929031}",35,0,-56.13426544918374,"{0: 25, 1: 4, 2: 6, 3: 0, 4: 0}",0
112,False,"{'a': 0.001, 'e': 0.8940442575003572}",20,0,-87.62636523425262,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
113,False,"{'a': 0.001, 'e': 0.8931506601160155}",20,0,-42.77381662232616,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
114,False,"{'a': 0.001, 'e': 0.8922579558824083}",30,0,-136.64245698730912,"{0: 16, 1: 3, 2: 8, 3: 3, 4: 0}",0
115,False,"{'a': 0.001, 'e': 0.8913661439068313}",20,0,-100.94509851780408,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.001, 'e': 0.8904752232974726}",20,0,-77.12984222773632,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
117,False,"{'a': 0.001, 'e': 0.8895851931634113}",20,0,-54.59099013638114,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
118,False,"{'a': 0.001, 'e': 0.8886960526146174}",30,0,-104.01707515229764,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
119,False,"{'a': 0.001, 'e': 0.8878078007619501}",25,0,-131.1104842063584,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
120,False,"{'a': 0.001, 'e': 0.8869204367171575}",25,0,-125.60529926849887,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
121,False,"{'a': 0.001, 'e': 0.8860339595928756}",35,0,-122.46865323113636,"{0: 24, 1: 2, 2: 7, 3: 0, 4: 2}",0
122,False,"{'a': 0.001, 'e': 0.8851483685026271}",20,0,-142.7191803083729,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
123,False,"{'a': 0.001, 'e': 0.8842636625608209}",20,0,-70.66151966939434,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
124,False,"{'a': 0.001, 'e': 0.8833798408827509}",20,0,-101.34959667031916,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
125,False,"{'a': 0.001, 'e': 0.8824969025845955}",25,18,0.08602553527415391,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.001, 'e': 0.8816148467834161}",20,0,-112.71279137257856,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
127,False,"{'a': 0.001, 'e': 0.880733672597157}",30,0,-217.26913301060097,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
128,False,"{'a': 0.001, 'e': 0.8798533791446438}",25,10,-14.093935128776172,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
129,False,"{'a': 0.001, 'e': 0.8789739655455832}",20,0,-87.14919259759488,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
130,False,"{'a': 0.001, 'e': 0.8780954309205613}",20,0,-169.31294053040145,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
131,False,"{'a': 0.001, 'e': 0.8772177743910435}",20,0,-108.40984037880034,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
132,False,"{'a': 0.001, 'e': 0.8763409950793732}",20,12,-55.749324547486175,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
133,False,"{'a': 0.001, 'e': 0.8754650921087711}",20,0,-83.06129900144201,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
134,False,"{'a': 0.001, 'e': 0.874590064603334}",35,8,-81.34604010695006,"{0: 15, 1: 4, 2: 8, 3: 0, 4: 0}",1
135,False,"{'a': 0.001, 'e': 0.8737159116880344}",20,0,-55.89538465500505,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
136,False,"{'a': 0.001, 'e': 0.8728426324887193}",20,0,-98.36547155671181,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
137,False,"{'a': 0.001, 'e': 0.8719702261321094}",25,0,-149.5324984759708,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
138,False,"{'a': 0.001, 'e': 0.8710986917457983}",30,0,-151.94980018323423,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
139,False,"{'a': 0.001, 'e': 0.8702280284582515}",25,0,-26.21168810093665,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
140,False,"{'a': 0.001, 'e': 0.8693582353988059}",20,0,-69.54946885699695,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
141,False,"{'a': 0.001, 'e': 0.8684893116976679}",20,0,-94.90822360966544,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
142,False,"{'a': 0.001, 'e': 0.867621256485914}",20,0,-35.512550681930726,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
143,False,"{'a': 0.001, 'e': 0.8667540688954889}",25,0,-21.079256098238577,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
144,False,"{'a': 0.001, 'e': 0.865887748059205}",35,0,-205.55792307533602,"{0: 22, 1: 4, 2: 5, 3: 0, 4: 4}",0
145,False,"{'a': 0.001, 'e': 0.8650222931107413}",25,0,-68.99770653000222,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
146,False,"{'a': 0.001, 'e': 0.8641577031846428}",25,7,-102.3746212287683,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 1}",1
147,False,"{'a': 0.001, 'e': 0.8632939774163194}",25,15,-93.5492393455801,"{0: 5, 1: 0, 2: 2, 3: 2, 4: 1}",1
148,False,"{'a': 0.001, 'e': 0.8624311149420455}",20,0,-157.61057293240773,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
149,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,0,-8.890640015279228,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
150,False,"{'a': 0.001, 'e': 0.8607079764250578}",25,11,12.185092173775242,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.001, 'e': 0.8598476986592055}",25,0,-157.5831021088275,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
152,False,"{'a': 0.001, 'e': 0.8589882807411234}",35,0,-187.60446842025905,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
153,False,"{'a': 0.001, 'e': 0.8581297218113938}",20,0,-84.36572334287347,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
154,False,"{'a': 0.001, 'e': 0.8572720210114575}",25,0,-182.16891773311045,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
155,False,"{'a': 0.001, 'e': 0.8564151774836135}",25,12,-72.31984200021006,"{0: 6, 1: 3, 2: 3, 3: 0, 4: 1}",1
156,False,"{'a': 0.001, 'e': 0.8555591903710185}",30,0,-49.62138493791553,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
157,False,"{'a': 0.001, 'e': 0.8547040588176851}",20,11,-29.5391589415406,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
158,False,"{'a': 0.001, 'e': 0.8538497819684817}",25,0,-131.7607195992374,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
159,False,"{'a': 0.001, 'e': 0.8529963589691315}",25,0,-191.16706250084076,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
160,False,"{'a': 0.001, 'e': 0.8521437889662113}",25,0,-98.2213916350151,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
161,False,"{'a': 0.001, 'e': 0.8512920711071511}",20,1,-4.074656670530295,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.001, 'e': 0.850441204540233}",20,2,-8.519570687338245,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.001, 'e': 0.8495911884145902}",35,0,-212.6918425142806,"{0: 22, 1: 4, 2: 4, 3: 1, 4: 4}",0
164,False,"{'a': 0.001, 'e': 0.8487420218802068}",20,0,-92.34445871541189,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
165,False,"{'a': 0.001, 'e': 0.8478937040879159}",20,0,14.274637959506032,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
166,False,"{'a': 0.001, 'e': 0.8470462341893996}",25,0,-77.62199840061871,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
167,False,"{'a': 0.001, 'e': 0.8461996113371882}",20,0,-96.82215951860674,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 2}",0
168,False,"{'a': 0.001, 'e': 0.8453538346846587}",30,0,-166.4619853101999,"{0: 15, 1: 5, 2: 6, 3: 3, 4: 1}",0
169,False,"{'a': 0.001, 'e': 0.8445089033860343}",20,0,-82.23089343249414,"{0: 13, 1: 0, 2: 4, 3: 3, 4: 0}",0
170,False,"{'a': 0.001, 'e': 0.8436648165963837}",20,0,-73.37527779071692,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
171,False,"{'a': 0.001, 'e': 0.8428215734716199}",20,0,-66.47530436354522,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
172,False,"{'a': 0.001, 'e': 0.8419791731684999}",25,0,-53.92964452746452,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
173,False,"{'a': 0.001, 'e': 0.8411376148446232}",20,0,-93.59873151520064,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
174,False,"{'a': 0.001, 'e': 0.8402968976584314}",35,0,-157.95025427279538,"{0: 24, 1: 4, 2: 3, 3: 1, 4: 3}",0
175,False,"{'a': 0.001, 'e': 0.8394570207692074}",20,0,-40.650579650885554,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.001, 'e': 0.838617983337074}",25,0,-176.17788143119557,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
177,False,"{'a': 0.001, 'e': 0.8377797845229938}",25,0,-116.35208538596197,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
178,False,"{'a': 0.001, 'e': 0.8369424234887681}",20,0,-93.53936818694547,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
179,False,"{'a': 0.001, 'e': 0.8361058993970355}",20,12,-5.882765941937901,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.001, 'e': 0.835270211411272}",25,0,-61.512917243588824,"{0: 17, 1: 6, 2: 1, 3: 0, 4: 1}",0
181,False,"{'a': 0.001, 'e': 0.8344353586957896}",20,0,-87.28378689201823,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
182,False,"{'a': 0.001, 'e': 0.8336013404157353}",20,0,-50.77179614130169,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
183,False,"{'a': 0.001, 'e': 0.832768155737091}",20,0,-72.11803873157231,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
184,False,"{'a': 0.001, 'e': 0.8319358038266718}",30,18,-49.310905794178765,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
