trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2979,False,"{'a': 0.001, 'e': 0.05084365210364792}",25,10,16.351301154166013,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2980,False,"{'a': 0.001, 'e': 0.0507928338648985}",20,1,28.504674737139638,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2981,False,"{'a': 0.001, 'e': 0.05074206641898719}",25,5,30.47795381297319,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2982,False,"{'a': 0.001, 'e': 0.050691349715146494}",20,5,25.277787116587255,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2983,False,"{'a': 0.001, 'e': 0.05064068370265976}",20,8,19.420973454181173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2984,False,"{'a': 0.001, 'e': 0.05059006833086096}",30,12,31.268775872301475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2985,False,"{'a': 0.001, 'e': 0.050539503549134696}",30,16,22.509862374383527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2986,False,"{'a': 0.001, 'e': 0.05048898930691617}",20,6,12.793654980723684,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2987,False,"{'a': 0.001, 'e': 0.05043852555369119}",20,8,20.281290293059165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2988,False,"{'a': 0.001, 'e': 0.05038811223899596}",30,21,18.0372566497004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2989,False,"{'a': 0.001, 'e': 0.05033774931241717}",20,8,20.361692150856438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2990,False,"{'a': 0.001, 'e': 0.050287436723591865}",30,14,28.673519773460725,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2991,False,"{'a': 0.001, 'e': 0.050237174422207494}",20,16,7.745352872283794,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2992,False,"{'a': 0.001, 'e': 0.050186962358001734}",35,8,-0.44632155575355514,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
2993,False,"{'a': 0.001, 'e': 0.050136800480762515}",20,7,22.18167714723624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2994,False,"{'a': 0.001, 'e': 0.05008668874032793}",30,0,34.063326864968104,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
2995,False,"{'a': 0.001, 'e': 0.05003662708658628}",25,10,27.318719455581505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2996,False,"{'a': 0.001, 'e': 0.049986615469475894}",20,0,32.14829798783346,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2997,False,"{'a': 0.001, 'e': 0.049936653838985136}",20,0,-15.913125112048984,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2998,False,"{'a': 0.001, 'e': 0.04988674214515236}",25,2,33.69653329704929,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2999,False,"{'a': 0.001, 'e': 0.0498368803380659}",20,11,13.738019148887194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3000,False,"{'a': 0.001, 'e': 0.049787068367863944}",30,15,27.205568622006616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.001, 'e': 0.0497373061847345}",25,0,-4.949002727939436,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
3002,False,"{'a': 0.001, 'e': 0.04968759373891536}",30,18,23.52850216990147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.001, 'e': 0.04963793098069413}",20,2,15.67277469563222,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3004,False,"{'a': 0.001, 'e': 0.049588317860408}",20,10,18.66027183116631,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.001, 'e': 0.04953875432844388}",25,13,24.472315621058005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3006,False,"{'a': 0.001, 'e': 0.04948924033523819}",25,15,20.383644787356474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3007,False,"{'a': 0.001, 'e': 0.049439775831276976}",20,13,13.14137412233323,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3008,False,"{'a': 0.001, 'e': 0.049390360767095715}",20,9,21.69245825790383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3009,False,"{'a': 0.001, 'e': 0.04934099509327934}",20,6,21.444270644620254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3010,False,"{'a': 0.001, 'e': 0.04929167876046215}",25,19,0.4521009382929819,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
3011,False,"{'a': 0.001, 'e': 0.04924241171932785}",20,8,18.42037442500895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3012,False,"{'a': 0.001, 'e': 0.04919319392060936}",25,11,23.122751393980764,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3013,False,"{'a': 0.001, 'e': 0.04914402531508891}",25,9,9.391842449012591,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
3014,False,"{'a': 0.001, 'e': 0.04909490585359783}",20,13,16.817780140272063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3015,False,"{'a': 0.001, 'e': 0.04904583548701673}",25,12,22.683479453945708,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3016,False,"{'a': 0.001, 'e': 0.0489968141662752}",20,5,24.957064557242774,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3017,False,"{'a': 0.001, 'e': 0.048947841842351916}",20,13,13.472170342309832,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3018,False,"{'a': 0.001, 'e': 0.04889891846627454}",25,9,29.313739266476748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3019,False,"{'a': 0.001, 'e': 0.04885004398911972}",30,11,29.24031991040241,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3020,False,"{'a': 0.001, 'e': 0.04880121836201296}",25,0,33.735286022884424,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3021,False,"{'a': 0.001, 'e': 0.04875244153612863}",25,11,21.22165813356405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3022,False,"{'a': 0.001, 'e': 0.048703713462689875}",30,17,27.164248316674723,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3023,False,"{'a': 0.001, 'e': 0.04865503409296867}",20,5,12.373062010953126,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
3024,False,"{'a': 0.001, 'e': 0.048606403378285604}",25,17,17.1645202043456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3025,False,"{'a': 0.001, 'e': 0.048557821270009974}",25,0,37.8592114187031,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3026,False,"{'a': 0.001, 'e': 0.04850928771955963}",30,4,47.15121876962302,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
3027,False,"{'a': 0.001, 'e': 0.048460802678401076}",20,5,27.138899581672145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3028,False,"{'a': 0.001, 'e': 0.04841236609804924}",25,11,31.10164713756822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3029,False,"{'a': 0.001, 'e': 0.04836397793006753}",20,7,16.533720924958043,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
3030,False,"{'a': 0.001, 'e': 0.04831563812606777}",20,9,20.036507227708153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3031,False,"{'a': 0.001, 'e': 0.04826734663771017}",30,15,27.778282114329023,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3032,False,"{'a': 0.001, 'e': 0.04821910341670324}",30,13,10.05466135444349,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
3033,False,"{'a': 0.001, 'e': 0.048170908414803745}",25,7,23.10326516298841,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3034,False,"{'a': 0.001, 'e': 0.048122761583816655}",20,0,27.693142649244507,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3035,False,"{'a': 0.001, 'e': 0.04807466287559518}",30,20,17.118269309382075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3036,False,"{'a': 0.001, 'e': 0.048026612242040585}",20,11,15.403338136432684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3037,False,"{'a': 0.001, 'e': 0.04797860963510223}",25,6,31.242163383586906,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3038,False,"{'a': 0.001, 'e': 0.0479306550067775}",20,12,11.379665964394123,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3039,False,"{'a': 0.001, 'e': 0.04788274830911178}",20,10,15.558552416090935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3040,False,"{'a': 0.001, 'e': 0.04783488949419837}",20,4,-24.905063633479852,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
3041,False,"{'a': 0.001, 'e': 0.04778707851417843}",20,13,11.410997995946053,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3042,False,"{'a': 0.001, 'e': 0.047739315321240976}",25,8,29.841996607748108,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3043,False,"{'a': 0.001, 'e': 0.047691599867622836}",20,8,22.648672396521903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3044,False,"{'a': 0.001, 'e': 0.047643932105608536}",25,11,22.42213373080217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3045,False,"{'a': 0.001, 'e': 0.04759631198753032}",20,14,11.022651613039102,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3046,False,"{'a': 0.001, 'e': 0.04754873946576803}",25,13,22.613082036731555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3047,False,"{'a': 0.001, 'e': 0.04750121449274919}",30,12,20.62638367828452,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3048,False,"{'a': 0.001, 'e': 0.0474537370209488}",30,3,41.38091012001884,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
3049,False,"{'a': 0.001, 'e': 0.04740630700288939}",25,5,37.25501046916672,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3050,False,"{'a': 0.001, 'e': 0.04735892439114091}",20,8,0.9052230263723267,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
3051,False,"{'a': 0.001, 'e': 0.047311589138320786}",20,3,20.709313921408793,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
3052,False,"{'a': 0.001, 'e': 0.047264301197093746}",25,13,10.981832754214325,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
3053,False,"{'a': 0.001, 'e': 0.04721706052017184}",30,15,22.14466794775252,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3054,False,"{'a': 0.001, 'e': 0.04716986706031437}",20,16,8.985592334520543,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3055,False,"{'a': 0.001, 'e': 0.04712272077032791}",20,10,19.284205486309222,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3056,False,"{'a': 0.001, 'e': 0.04707562160306615}",30,22,17.15600210894439,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3057,False,"{'a': 0.001, 'e': 0.04702856951142992}",25,3,25.39574910054771,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
3058,False,"{'a': 0.001, 'e': 0.04698156444836709}",25,6,32.367034576502874,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
3059,False,"{'a': 0.001, 'e': 0.04693460636687265}",25,1,37.706002946005874,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
3060,False,"{'a': 0.001, 'e': 0.046887695219988486}",30,13,32.54806090511756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3061,False,"{'a': 0.001, 'e': 0.04684083096080345}",25,13,26.46728881320528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3062,False,"{'a': 0.001, 'e': 0.04679401354245326}",25,0,32.388705063983835,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3063,False,"{'a': 0.001, 'e': 0.046747242918120525}",30,18,18.89652824398344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3064,False,"{'a': 0.001, 'e': 0.04670051904103461}",25,18,13.335017326180715,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3065,False,"{'a': 0.001, 'e': 0.04665384186447163}",20,9,-22.908871856080616,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3066,False,"{'a': 0.001, 'e': 0.04660721134175438}",20,16,7.952135811266928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3067,False,"{'a': 0.001, 'e': 0.046560627426252374}",30,16,4.719949787772867,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
3068,False,"{'a': 0.001, 'e': 0.04651409007138167}",25,0,25.28335926280301,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
3069,False,"{'a': 0.001, 'e': 0.04646759923060492}",20,5,26.046049224375697,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3070,False,"{'a': 0.001, 'e': 0.04642115485743125}",20,0,15.633499476319493,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3071,False,"{'a': 0.001, 'e': 0.04637475690541633}",20,7,22.655224744511703,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3072,False,"{'a': 0.001, 'e': 0.046328405328162174}",25,3,34.68583717426395,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3073,False,"{'a': 0.001, 'e': 0.04628210007931721}",30,0,40.3515538325642,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
3074,False,"{'a': 0.001, 'e': 0.046235841112576184}",20,15,9.07659107901056,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3075,False,"{'a': 0.001, 'e': 0.0461896283816801}",30,15,-48.462628759588185,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
3076,False,"{'a': 0.001, 'e': 0.04614346184041627}",20,16,7.678298317088204,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3077,False,"{'a': 0.001, 'e': 0.04609734144261812}",20,10,18.570704960088896,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3078,False,"{'a': 0.001, 'e': 0.046051267142165266}",20,9,23.347098128673977,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3079,False,"{'a': 0.001, 'e': 0.04600523889298336}",20,0,30.83027622171246,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3080,False,"{'a': 0.001, 'e': 0.045959256649044204}",20,0,-15.236186522321564,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3081,False,"{'a': 0.001, 'e': 0.04591332036436553}",35,21,28.65113460339501,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3082,False,"{'a': 0.001, 'e': 0.04586742999301104}",30,11,32.805983265734426,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
3083,False,"{'a': 0.001, 'e': 0.045821585489090357}",20,0,30.979925491322962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3084,False,"{'a': 0.001, 'e': 0.04577578680675899}",30,15,31.950092439637267,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3085,False,"{'a': 0.001, 'e': 0.04573003390021825}",20,11,13.377360764757936,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3086,False,"{'a': 0.001, 'e': 0.04568432672371522}",20,8,9.682843413511026,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
3087,False,"{'a': 0.001, 'e': 0.0456386652315427}",25,12,21.735879559737654,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3088,False,"{'a': 0.001, 'e': 0.045593049378039235}",25,8,30.45379994983641,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3089,False,"{'a': 0.001, 'e': 0.04554747911758895}",20,4,30.21515369630413,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3090,False,"{'a': 0.001, 'e': 0.04550195440462157}",35,28,16.088861945041383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3091,False,"{'a': 0.001, 'e': 0.04545647519361237}",30,8,35.19080192691793,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3092,False,"{'a': 0.001, 'e': 0.04541104143908218}",30,12,32.233381804459576,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3093,False,"{'a': 0.001, 'e': 0.0453656530955972}",30,13,26.606478997041147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3094,False,"{'a': 0.001, 'e': 0.04532031011776911}",20,13,11.12749974041585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3095,False,"{'a': 0.001, 'e': 0.045275012460254886}",20,3,25.35181107195451,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3096,False,"{'a': 0.001, 'e': 0.04522976007775692}",25,10,25.077430741062457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3097,False,"{'a': 0.001, 'e': 0.0451845529250228}",20,0,28.89333981076435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3098,False,"{'a': 0.001, 'e': 0.04513939095684536}",25,12,12.903661608853378,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
3099,False,"{'a': 0.001, 'e': 0.04509427412806263}",30,16,29.96260799389894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3100,False,"{'a': 0.001, 'e': 0.0450492023935578}",20,0,3.986965751931392,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
3101,False,"{'a': 0.001, 'e': 0.045004175708259125}",25,11,26.227705301793723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3102,False,"{'a': 0.001, 'e': 0.0449591940271399}",20,16,8.147517986662773,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3103,False,"{'a': 0.001, 'e': 0.04491425730521843}",20,0,29.830493030401705,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3104,False,"{'a': 0.001, 'e': 0.04486936549755803}",25,9,23.110141697389164,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3105,False,"{'a': 0.001, 'e': 0.04482451855926687}",20,11,16.77626246123052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3106,False,"{'a': 0.001, 'e': 0.044779716445498004}",20,14,11.674493598501956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3107,False,"{'a': 0.001, 'e': 0.04473495911144929}",30,10,36.54657031937043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3108,False,"{'a': 0.001, 'e': 0.04469024651236344}",20,3,-11.383122685950054,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
3109,False,"{'a': 0.001, 'e': 0.04464557860352782}",30,17,11.989336547252323,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
3110,False,"{'a': 0.001, 'e': 0.044600955340274535}",25,12,22.47630161316769,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3111,False,"{'a': 0.001, 'e': 0.04455637667798028}",20,12,15.541847194344761,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3112,False,"{'a': 0.001, 'e': 0.04451184257206644}",20,10,20.33328976268155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3113,False,"{'a': 0.001, 'e': 0.04446735297799888}",20,10,20.019374811776334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3114,False,"{'a': 0.001, 'e': 0.044422907851287996}",20,13,15.523464497604863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3115,False,"{'a': 0.001, 'e': 0.04437850714748865}",20,0,36.84773732961142,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3116,False,"{'a': 0.001, 'e': 0.04433415082220017}",20,8,7.221288350514817,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
3117,False,"{'a': 0.001, 'e': 0.044289838831066214}",25,13,20.682534300481787,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3118,False,"{'a': 0.001, 'e': 0.04424557112977477}",30,16,27.210793537441113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3119,False,"{'a': 0.001, 'e': 0.04420134767405813}",25,13,20.477379989115793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3120,False,"{'a': 0.001, 'e': 0.04415716841969286}",25,0,35.20039258971269,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3121,False,"{'a': 0.001, 'e': 0.044113033322499696}",20,13,9.244044346532965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3122,False,"{'a': 0.001, 'e': 0.04406894233834353}",20,0,31.167271111293992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3123,False,"{'a': 0.001, 'e': 0.04402489542313335}",20,2,31.563912284358015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3124,False,"{'a': 0.001, 'e': 0.04398089253282229}",20,0,32.05496934068998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3125,False,"{'a': 0.001, 'e': 0.04393693362340742}",20,4,18.093327975943758,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
3126,False,"{'a': 0.001, 'e': 0.04389301865092984}",30,17,26.754382558323627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3127,False,"{'a': 0.001, 'e': 0.04384914757147454}",20,14,6.742884536801444,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
3128,False,"{'a': 0.001, 'e': 0.04380532034117049}",20,11,17.320361258194016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3129,False,"{'a': 0.001, 'e': 0.04376153691619043}",30,15,26.02868085688448,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3130,False,"{'a': 0.001, 'e': 0.04371779725275094}",20,10,16.89445832875878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3131,False,"{'a': 0.001, 'e': 0.04367410130711232}",25,12,24.764833803072683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3132,False,"{'a': 0.001, 'e': 0.043630449035578674}",20,14,12.991409662895956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3133,False,"{'a': 0.001, 'e': 0.04358684039449769}",20,12,13.709887078997355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3134,False,"{'a': 0.001, 'e': 0.04354327534026074}",20,9,23.047081714078356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3135,False,"{'a': 0.001, 'e': 0.04349975382930273}",20,14,11.986842736438021,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3136,False,"{'a': 0.001, 'e': 0.04345627581810221}",25,7,19.517224735440614,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
3137,False,"{'a': 0.001, 'e': 0.043412841263181116}",25,15,17.559679461750108,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3138,False,"{'a': 0.001, 'e': 0.04336945012110491}",20,7,26.3477100198475,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3139,False,"{'a': 0.001, 'e': 0.04332610234848241}",25,13,20.3818006130966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3140,False,"{'a': 0.001, 'e': 0.043282797901965896}",20,16,8.28720964796437,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3141,False,"{'a': 0.001, 'e': 0.043239536738250886}",30,12,34.043582449379485,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3142,False,"{'a': 0.001, 'e': 0.04319631881407622}",20,2,24.462317359921084,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
3143,False,"{'a': 0.001, 'e': 0.043153144086223956}",20,8,16.62577533532281,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3144,False,"{'a': 0.001, 'e': 0.043110012511519386}",25,0,42.75913176850769,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3145,False,"{'a': 0.001, 'e': 0.04306692404683092}",20,13,11.341170392251748,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3146,False,"{'a': 0.001, 'e': 0.04302387864907009}",20,10,14.773575157027409,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3147,False,"{'a': 0.001, 'e': 0.042980876275191475}",20,3,29.97243526734177,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3148,False,"{'a': 0.001, 'e': 0.042937916882192735}",25,19,13.485008271455492,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3149,False,"{'a': 0.001, 'e': 0.04289500042711446}",20,8,21.59351779659518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3150,False,"{'a': 0.001, 'e': 0.04285212686704019}",20,13,14.366216437190538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3151,False,"{'a': 0.001, 'e': 0.04280929615909633}",20,13,12.567372327515852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3152,False,"{'a': 0.001, 'e': 0.04276650826045222}",25,10,16.82072693553279,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
3153,False,"{'a': 0.001, 'e': 0.04272376312831993}",35,15,35.440497501411954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
3154,False,"{'a': 0.001, 'e': 0.04268106071995433}",30,17,24.9933984605715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3155,False,"{'a': 0.001, 'e': 0.04263840099265299}",20,0,26.312118436300903,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3156,False,"{'a': 0.001, 'e': 0.042595783903756214}",35,28,13.794402163751167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3157,False,"{'a': 0.001, 'e': 0.04255320941064689}",25,8,27.730129589953005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3158,False,"{'a': 0.001, 'e': 0.042510677470750526}",25,11,26.862767573129105,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3159,False,"{'a': 0.001, 'e': 0.042468188041535154}",20,10,18.179231460021533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3160,False,"{'a': 0.001, 'e': 0.042425741080511385}",30,8,34.70511745814553,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3161,False,"{'a': 0.001, 'e': 0.04238333654523223}",20,14,11.717509229390854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
