trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
174,False,"{'a': 0.8402968976584314, 'e': 0.1755204006169969}",35,8,-39.84726626956945,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 2}",1
175,False,"{'a': 0.8394570207692074, 'e': 0.17377394345044514}",25,6,34.08792758178807,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.838617983337074, 'e': 0.17204486382305054}",25,0,36.74917093868215,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.8377797845229938, 'e': 0.17033298882540945}",30,10,21.710422657297173,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.8369424234887681, 'e': 0.16863814726859552}",20,0,-44.21192512677905,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
179,False,"{'a': 0.8361058993970355, 'e': 0.16696016966704072}",25,0,25.820668011253133,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.835270211411272, 'e': 0.16529888822158656}",20,13,1.4549142234926256,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.8344353586957896, 'e': 0.16365413680270408}",20,0,10.972344750203181,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.8336013404157353, 'e': 0.16202575093388077}",20,4,29.38773683206385,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.832768155737091, 'e': 0.16041356777517277}",20,12,3.77613397546983,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.8319358038266718, 'e': 0.1588174261069207}",25,11,13.499194940885713,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.8311042838521256, 'e': 0.1572371663136276}",20,6,8.295462458013125,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.8302735949819328, 'e': 0.1556726303679973}",20,11,13.388030939617094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8294437363854039, 'e': 0.15412366181513143}",25,0,-30.478412653597296,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
188,False,"{'a': 0.8286147072326806, 'e': 0.15259010575688386}",25,14,19.810714583815667,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8277865066947336, 'e': 0.15107180883637084}",20,9,23.347935620476573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8269591339433623, 'e': 0.14956861922263504}",20,0,8.025624523522541,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.8261325881511938, 'e': 0.14808038659546244}",30,18,10.792982522039768,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.8253068684916824, 'e': 0.14660696213035015}",25,13,12.783238710545998,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.8244819741391082, 'e': 0.14514819848362376}",25,0,40.37384300049221,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.8236579042685769, 'e': 0.14370394977770296}",20,7,-19.14023302752783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
195,False,"{'a': 0.8228346580560184, 'e': 0.1422740715865136}",20,12,15.424578699465272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8220122346781865, 'e': 0.140858420921045}",20,9,17.83847196501386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.821190633312658, 'e': 0.13945685621505094}",30,4,1.2038198871734138,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.8203698531378311, 'e': 0.13806923731089282}",25,14,21.479404326744444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8195498933329256, 'e': 0.13669542544552388}",25,8,19.06542677601186,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.8187307530779818, 'e': 0.1353352832366127}",20,4,26.992076425786664,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8179124315538594, 'e': 0.13398867466880496}",30,22,14.983094469338017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8170949279422366, 'e': 0.13265546508012174}",30,12,-22.375363369816217,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.8162782414256099, 'e': 0.13133552114849306}",30,12,35.56384621139716,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8154623711872927, 'e': 0.13002871087842593}",25,7,31.241537977159684,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8146473164114145, 'e': 0.12873490358780426}",20,9,8.29140011008165,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.8138330762829207, 'e': 0.12745396989482075}",30,10,30.656469648182664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.813019649987571, 'e': 0.12618578170503877}",25,0,20.01678319901191,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.8122070367119391, 'e': 0.12493021219858243}",20,16,6.848297646571817,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8113952356434114, 'e': 0.12368713581745484}",25,17,-15.840859782204681,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.8105842459701871, 'e': 0.12245642825298192}",35,21,-29.63813793959609,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
211,False,"{'a': 0.8097740668812763, 'e': 0.1212379664333817}",25,10,25.823521890364024,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8089646975664999, 'e': 0.12003162851145674}",30,14,-29.05836409954215,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 0}",1
213,False,"{'a': 0.8081561372164884, 'e': 0.11883729385240967}",35,7,-47.66361913768086,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 2}",1
214,False,"{'a': 0.8073483850226815, 'e': 0.1176548430217792}",20,12,8.881654721539858,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8065414401773269, 'e': 0.11648415777349698}",20,13,11.547395609881619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8057353018734796, 'e': 0.11532512103806253}",30,13,11.877663935362872,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.8049299693050015, 'e': 0.11417761691083651}",20,0,22.321218731742785,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
218,False,"{'a': 0.8041254416665596, 'e': 0.11304153064044986}",25,11,25.629951085099275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8033217181536265, 'e': 0.11191674861732889}",25,11,18.359264935755995,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8025187979624785, 'e': 0.11080315836233387}",30,16,-18.19879896858605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.8017166802901953, 'e': 0.10970064851551142}",20,16,6.751196036235216,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8009153643346592, 'e': 0.10860910882495797}",30,6,20.566168012300388,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.8001148492945541, 'e': 0.10752843013579497}",30,15,-0.21672701519742676,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.7993151343693651, 'e': 0.10645850437925282}",25,19,10.642317248934516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7985162187593771, 'e': 0.10539922456186435}",25,14,6.491981986579471,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.7977181016656743, 'e': 0.10435048475476501}",20,0,27.644419446438338,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.7969207822901396, 'e': 0.10331218008310021}",30,17,11.268568369858448,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.7961242598354538, 'e': 0.10228420671553745}",25,3,36.259085573197275,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.795328533505094, 'e': 0.10126646185388341}",20,11,18.201274519495428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.794533602503334, 'e': 0.10025884372280372}",30,8,21.420266975932446,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7937394660352428, 'e': 0.09926125155964566}",20,16,6.246796368081883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,6,25.639645934261413,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,11,25.020319426126896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,8,39.98720801854996,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,22,17.71224150752161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,16,24.8343248395008,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,18.60789237413782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,18,26.221211923359313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,29.424841590661476,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,17,16.54136591240647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,15,22.75517678925709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,18,11.134451496771161,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,27.675491051477284,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",20,0,32.93828485845167,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,16,4.656161185138857,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,18,20.806165472991182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,19,22.003417858052227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,13,14.477098372679793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,10,20.434696703509967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,10,19.24264604824514,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,0,33.57851689971765,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,7,26.689796660394773,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,11,28.151236148604546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,8,19.654483367413107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,16,17.47033016636115,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,14,21.170265044037208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",30,17,20.517293247014727,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",20,8,21.44868057481962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,13,18.70932841134591,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,20,20.683888006760103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,15,15.981608721050709,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,0,32.46323266224839,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,True,"{'a': 0, 'e': 0}",25,18,15.298704492379514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,11,13.404992264183031,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,8,32.30265591354033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",25,7,29.356101748573767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,12,27.45765744275966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,12,16.033159707740005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,24,10.925234960883607,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,10,20.170578317388806,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,16,26.304741638711068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,16,14.796628119296315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,12,11.57470026480078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,16,6.742036492876595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",20,10,22.315616683365814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,12,14.82792134639967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,12,15.018050448464257,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,16,7.013491491207366,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,10,17.656354587092814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,13,12.70201771575519,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,16,8.32653067740077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
